State Name,District,Constituency Type,No Of Seats,Electors - Male,Electors - Female,Electors - Third Gender,Electors - Total,Electors - NRIs,Electors - Service,Voters - Male,Voters - Female,Voters - Third Gender,Voters - Postal,Voters - Total,Voters - NRIs,Voters - Poll Rejected Votes Postal,Evm Rejected Votes,NOTA Votes,Valid Votes Polled,Tendered Votes,Valid Votes Polled,Tendered Votes
Chandigarh,Chandigarh,GEN,1,575233,890620,77,1471117,516,4671,1989000,1843886,166,10688,3844707,967,467,78,54760,3789402,43,3789402,43
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,ST,1,390187,817628,331,1210065,1084,835,96159,41220,239,14008,152089,463,187,776,63284,87842,21,87842,21
Dadra and Nagar Haveli and Daman and Diu,Daman,ST,2,855857,420694,307,1281447,828,3761,1228093,502894,83,16242,1747680,368,350,722,6703,1739905,26,1739905,26
Dadra and Nagar Haveli and Daman and Diu,Diu,SC,3,1671160,2600912,229,4275567,99,3167,1066009,1642783,407,22457,2732396,740,159,548,54156,2677533,28,2677533,28
Jammu and Kashmir,Anantnag,GEN,2,2585154,303162,398,2890932,639,1579,622620,695514,136,19733,1338986,983,61,788,32070,1306067,48,1306067,48
Jammu and Kashmir,Budgam,SC,3,1563014,2206512,126,3774425,1208,3565,1556457,109671,77,8486,1675248,557,218,410,16814,1657806,43,1657806,43
Jammu and Kashmir,Bandipore,ST,1,442817,1370654,422,1817258,11,3354,1062606,940276,376,18177,2021663,228,492,367,6163,2014641,47,2014641,47
Jammu and Kashmir,Baramulla,GEN,1,2292409,2398664,229,4695699,718,3679,210761,1037528,363,21727,1270586,207,193,17,19455,1250921,28,1250921,28
Jammu and Kashmir,Doda,ST,4,729482,2563569,335,3296911,1976,1549,609539,300902,142,7686,918582,313,76,344,34239,883923,17,883923,17
Jammu and Kashmir,Ganderbal,SC,2,1500292,2673051,100,4176193,592,2158,560863,1876700,84,4799,2443146,700,282,216,53334,2389314,23,2389314,23
Jammu and Kashmir,Jammu,ST,1,2698022,327922,148,3028970,1601,1277,443289,917788,53,16761,1378857,966,43,746,63319,1314749,44,1314749,44
Jammu and Kashmir,Kathua,ST,4,964676,394529,28,1364577,1384,3960,744984,455191,331,23041,1223948,401,200,712,52892,1170144,49,1170144,49
Jammu and Kashmir,Kishtwar,GEN,2,1635475,2001620,285,3638968,1459,129,377409,984275,169,9427,1372011,731,326,368,20668,1350649,10,1350649,10
Jammu and Kashmir,Kulgam,ST,1,2867465,63692,475,2936253,970,3651,865331,1356148,90,7054,2229371,748,15,469,37708,2191179,41,2191179,41
Jammu and Kashmir,Kupwara,SC,2,2613462,2273488,123,4887690,453,164,1973484,355580,83,2434,2331654,73,307,272,17915,2313160,44,2313160,44
Jammu and Kashmir,Poonch,SC,2,564796,2106775,271,2675620,1454,2324,1358943,751725,53,22034,2133503,748,488,164,6673,2126178,26,2126178,26
Jammu and Kashmir,Pulwama,ST,4,2902347,983910,384,3889550,1582,1327,1056076,1770354,302,8416,2835660,512,469,502,59168,2775521,20,2775521,20
Jammu and Kashmir,Rajouri,SC,2,2276503,62677,476,2341964,1908,400,389985,234047,74,21316,646327,905,268,651,64327,581081,3,581081,3
Jammu and Kashmir,Ramban,GEN,2,2177747,1378173,484,3559953,1893,1656,1427921,1209870,326,6827,2645156,212,319,355,46474,2598008,8,2598008,8
Jammu and Kashmir,Reasi,SC,2,465832,2009912,127,2480806,837,4098,259952,1713208,291,10371,1983826,4,301,760,1137,1981628,27,1981628,27
Jammu and Kashmir,Samba,ST,4,2882098,1169313,41,4054307,1034,1821,1596452,1173427,193,14301,2785245,872,25,158,9038,2776024,29,2776024,29
Jammu and Kashmir,Shopian,GEN,4,2426286,1943488,380,4372952,947,1851,1826327,1862382,212,1981,3691375,473,39,230,9190,3681916,5,3681916,5
Jammu and Kashmir,Srinagar,GEN,1,1977239,1703241,497,3685976,1628,3371,622655,183604,100,4051,811170,760,165,470,41176,769359,3,769359,3
Jammu and Kashmir,Udhampur,SC,1,1194041,1634713,236,2831766,800,1976,1037939,1364292,165,3245,2405805,164,82,509,65324,2339890,24,2339890,24
Ladakh,Kargil,SC,2,2629854,2205278,463,4840479,1442,3442,710625,1278251,275,14938,2004788,699,221,297,13266,1991004,21,1991004,21
Ladakh,Leh,GEN,2,1913412,744460,494,2661395,1459,1570,1641387,1378723,218,20630,3041137,179,141,740,54977,2985279,4,2985279,4
Lakshadweep,Lakshadweep,GEN,1,632458,1877098,145,2511904,957,1246,541815,666672,318,15721,1225227,701,69,549,17388,1207221,35,1207221,35
Delhi,Central Delhi,SC,1,827879,1216600,466,2046204,836,423,461579,1081049,259,6229,1550031,915,70,404,30157,1519400,0,1519400,0
Delhi,East Delhi,ST,2,1612861,1490809,160,3107773,1492,2451,982335,1854754,1,21087,2858916,739,146,278,27119,2831373,23,2831373,23
Delhi,New Delhi,ST,1,612612,464142,450,1081116,68,3844,1454813,171660,118,24877,1652409,941,221,554,7534,1644100,17,1644100,17
Delhi,North Delhi,SC,4,338331,293074,275,634360,1842,838,594574,561665,183,14943,1171668,303,194,235,17894,1153345,26,1153345,26
Delhi,North East Delhi,SC,3,600504,2819727,250,3423598,181,2936,649411,179401,340,13604,843178,422,349,187,4522,838120,28,838120,28
Delhi,North West Delhi,GEN,4,1244654,1421379,242,2670385,820,3290,1789263,582109,55,8478,2380541,636,30,742,7741,2372028,1,2372028,1
Delhi,Shahdara,GEN,3,2290775,1601051,12,3894688,930,1920,448511,1066641,21,12259,1528340,908,401,650,34345,1492944,31,1492944,31
Delhi,South Delhi,ST,4,2159860,2308906,138,4471038,838,1296,1997555,254779,249,21455,2274480,442,263,488,45128,2228601,17,2228601,17
Delhi,South East Delhi,SC,2,791246,2160019,141,2953464,1271,787,41750,1591543,89,12163,1645664,119,303,221,61368,1583772,9,1583772,9
Delhi,South West Delhi,ST,1,1321056,2921028,360,4247889,867,4578,307538,116328,389,6767,431543,521,166,314,66931,364132,36,364132,36
Delhi,West Delhi,ST,1,1237057,1759871,69,3000868,125,3746,1180889,1799833,426,24930,3006823,745,170,107,26142,2980404,40,2980404,40
Puducherry,Karaikal,GEN,3,793371,1741584,326,2539948,1823,2844,251907,1473725,382,4179,1730476,283,422,518,19841,1709695,39,1709695,39
Puducherry,Mahé,ST,1,1783546,396979,480,2185047,830,3212,1428310,1271576,350,20882,2721358,240,360,185,27933,2692880,18,2692880,18
Puducherry,Puducherry,SC,1,737189,440480,96,1180229,1914,550,1691297,533250,273,11938,2237479,721,186,195,34892,2202206,15,2202206,15
Puducherry,Yanam,ST,2,2979518,416485,114,3397977,991,869,1165274,1694759,231,9935,2870793,594,84,288,26372,2844049,3,2844049,3
